URL,Saved File,Depth
https://www.fhs.hr/studiji/doktorski/filozofija,crawled_output_hr/fhs.hr_studiji_doktorski_filozofija.md,1
https://www.fhs.hr/studiji/doktorski,crawled_output_hr/fhs.hr_studiji_doktorski.md,1
https://www.fhs.hr/studiji/diplomski/dvopredmetni_studiji_diplomski/sociologija,crawled_output_hr/fhs.hr_studiji_diplomski_dvopredmetni_studiji_diplomski_sociologija.md,1
https://www.fhs.hr/studiji/diplomski/jednopredmetni_studiji_diplomski/sociologija,crawled_output_hr/fhs.hr_studiji_diplomski_jednopredmetni_studiji_diplomski_sociologija.md,1
https://www.fhs.hr/studiji/diplomski/dvopredmetni_studiji_diplomski/povijest,crawled_output_hr/fhs.hr_studiji_diplomski_dvopredmetni_studiji_diplomski_povijest.md,1
https://www.fhs.hr/studiji/diplomski/jednopredmetni_studiji_diplomski/psihologija,crawled_output_hr/fhs.hr_studiji_diplomski_jednopredmetni_studiji_diplomski_psihologija.md,1
https://www.fhs.hr/studiji/diplomski/jednopredmetni_studiji_diplomski/komunikologija,crawled_output_hr/fhs.hr_studiji_diplomski_jednopredmetni_studiji_diplomski_komunikologija.md,1
https://www.fhs.hr/studiji/doktorski/obranjene_disertacije,crawled_output_hr/fhs.hr_studiji_doktorski_obranjene_disertacije.md,1
https://www.fhs.hr/studiji/doktorski/mentori/filozofija,crawled_output_hr/fhs.hr_studiji_doktorski_mentori_filozofija.md,1
https://www.fhs.hr/studiji/doktorski/mentori/kroatologija,crawled_output_hr/fhs.hr_studiji_doktorski_mentori_kroatologija.md,1
https://www.fhs.hr/studiji/doktorski/mentori/povijest,crawled_output_hr/fhs.hr_studiji_doktorski_mentori_povijest.md,1
https://www.fhs.hr/studiji/doktorski/kroatologija,crawled_output_hr/fhs.hr_studiji_doktorski_kroatologija.md,1
https://www.fhs.hr/studiji/doktorski/obrane,crawled_output_hr/fhs.hr_studiji_doktorski_obrane.md,1
https://www.fhs.hr/studiji/doktorski/obrasci,crawled_output_hr/fhs.hr_studiji_doktorski_obrasci.md,1
https://www.fhs.hr/studiji/doktorski/odobrene_teme,crawled_output_hr/fhs.hr_studiji_doktorski_odobrene_teme.md,1
https://www.fhs.hr/studiji/doktorski/odobrene_teme/kroatologija,crawled_output_hr/fhs.hr_studiji_doktorski_odobrene_teme_kroatologija.md,1
https://www.fhs.hr/studiji/doktorski/obranjene_disertacije/filozofija,crawled_output_hr/fhs.hr_studiji_doktorski_obranjene_disertacije_filozofija.md,1
https://www.fhs.hr/studiji/doktorski/obranjene_disertacije/kroatologija,crawled_output_hr/fhs.hr_studiji_doktorski_obranjene_disertacije_kroatologija.md,1
https://www.fhs.hr/studiji/doktorski/poslijediplomska_referada,crawled_output_hr/fhs.hr_studiji_doktorski_poslijediplomska_referada.md,1
https://www.fhs.hr/studiji/doktorski/obranjene_disertacije/povijest,crawled_output_hr/fhs.hr_studiji_doktorski_obranjene_disertacije_povijest.md,1
https://www.fhs.hr/studiji/doktorski/odobrene_teme/filozofija,crawled_output_hr/fhs.hr_studiji_doktorski_odobrene_teme_filozofija.md,1
https://www.fhs.hr/studiji/doktorski/pravilnici_odluke_zakoni,crawled_output_hr/fhs.hr_studiji_doktorski_pravilnici_odluke_zakoni.md,1
https://www.fhs.hr/studiji/doktorski/odobrene_teme/povijest,crawled_output_hr/fhs.hr_studiji_doktorski_odobrene_teme_povijest.md,1
https://www.fhs.hr/studiji/doktorski/povijest,crawled_output_hr/fhs.hr_studiji_doktorski_povijest.md,1
https://www.fhs.hr/studiji/doktorski/reakreditacija_doktorskih_studija,crawled_output_hr/fhs.hr_studiji_doktorski_reakreditacija_doktorskih_studija.md,1
https://www.fhs.hr/studiji/doktorski/upis,crawled_output_hr/fhs.hr_studiji_doktorski_upis.md,1
https://www.fhs.hr/studiji/edukacije/div/konferencije,crawled_output_hr/fhs.hr_studiji_edukacije_div_konferencije.md,1
https://www.fhs.hr/studiji/doktorski/prodekan_za_znanost,crawled_output_hr/fhs.hr_studiji_doktorski_prodekan_za_znanost.md,1
https://www.fhs.hr/studiji/edukacije/div/medijski_istupi,crawled_output_hr/fhs.hr_studiji_edukacije_div_medijski_istupi.md,1
https://www.fhs.hr/studiji/edukacije/pmous/raspored_predavanja,crawled_output_hr/fhs.hr_studiji_edukacije_pmous_raspored_predavanja.md,1
https://www.fhs.hr/studiji/edukacije/div,crawled_output_hr/fhs.hr_studiji_edukacije_div.md,1
https://www.fhs.hr/studiji/edukacije/div/studentska_rubrika,crawled_output_hr/fhs.hr_studiji_edukacije_div_studentska_rubrika.md,1
https://www.fhs.hr/studiji/edukacije/div/projekti,crawled_output_hr/fhs.hr_studiji_edukacije_div_projekti.md,1
https://www.fhs.hr/studiji/edukacije,crawled_output_hr/fhs.hr_studiji_edukacije.md,1
https://www.fhs.hr/studiji/edukacije/div/materijali,crawled_output_hr/fhs.hr_studiji_edukacije_div_materijali.md,1
https://www.fhs.hr/studiji/edukacije/pmous,crawled_output_hr/fhs.hr_studiji_edukacije_pmous.md,1
